index,station,sitename,unit,first_year,last_year,notes
6481,21026,Bosandju,1 omslag,1939,1952,21026 Bosandju 1939-1952
6482,21026,Itipo,1 omslag,1955,1959,21026 Itipo 1955-1959
6483,21027,Likete,1 omslag,1930,1939,21027 Likete 1930-1939
6484,21027,Likete,1 omslag,1940,1959,21027 Likete 1940-1959
6485,21028,Yapere,1 omslag,1939,1943,21028 Yapere 1939-1943
6486,21028,Bokondji,1 omslag,1949,1959,21028 Bokondji 1949-1959
6487,21029,Lulonga,1 omslag,1959,NA,21029 Lulonga 1959
6488,21029,Elongo,1 omslag,1938,1944,21029 Elongo 1938-1944
6489,21029,Bolingo,1 omslag,1949,1950,21029 Bolingo Rive 1949-1950
6490,21030,Botuna,1 omslag,1941,1942,21030 Botuna 1941-1942
6491,21030,Monkoto,1 omslag,1951,1959,21030 Monkoto 1951-1959
6492,21031,Lakofe,1 omslag,1942,1952,21031 Lakofe 1942-1952
6493,21031,Ikaw,1 omslag,1956,1959,21031 Ikaw 1956-1959
6494,21032,Lifake,1 omslag,1944,1959,21032 Lifake 1944-1959
6495,21033,Bolumboloko,1 omslag,1945,1959,21033 Bolumboloko 1945-1959
6496,21035,Wendji,1 omslag,1946,1959,21035 Wendji 1946-1959
6497,21036,Mpotia,1 omslag,1943,1948,21036 Mpotia-lez-Bikoro 1943-1948
6498,21036,Melele,1 omslag,1948,1959,21036 Melele-lez-Bikoro 1948-1959
6499,21037,Lokolia,1 omslag,1959,NA,21037 Lokolia 1959
6500,21037,Gombe,1 omslag,1946,1953,21037 Gombe 1946-1953
6501,21039,Lokolenge,1 omslag,1947,1959,21039 Lokolenge 1947-1959
6502,21040,Ikela,1 omslag,1951,1959,21040 Ikela 1951-1959
6503,21041,Yalokele,1 omslag,1953,1959,21041 Yalokele 1953-1959
6504,21042,Watsi,1 omslag,1956,1959,21042 Watsi-Kengo 1956-1959
6505,21043,Gombe,1 omslag,1959,NA,21043 Gombe 1959
6506,21044,Irebu,1 omslag,1959,NA,21044 Irebu 1959
6507,,Bosu,1 pak,1912,1932,Bosu Modanda 1912-1932
6508,,Djombo,1 omslag,1910,1923,Djombo (District Lulonga) 1910-1923
6509,,Flandria,1 omslag,1935,1936,Flandria 1935-1936
6510,,Koli,1 omslag,1937,NA,Koli-Koli (bij Wendji) 1937
6511,,Likwangula,1 omslag,1936,1937,Likwangula (Zone Nepoko) 1936-1937
6512,,Lisafa,1 omslag,1934,1936,Lisafa 1934-1936
6513,,Mill,1 stuk,1916,NA,Mill-Hill (District Lulonga) 1916
6514,,Monkoto,1 omslag,1934,1935,Monkoto 1934-1935
6515,,Ndeke,1 omslag,1935,1936,Ndeke 1935-1936
6516,,Tondo,1 omslag,1935,1937,Tondo 1935-1937
6517,,Waka,1 omslag,1911,1920,Waka 1911-1920 1935-1936
6518,,Yambata,1 omslag,1910,1917,Yambata 1910-1917
6519,,Banzystad,1 omslag,1911,1923,Banzystad 1911-1923
6520,22000,Banzystad,1 omslag,1954,1960,22000 Banzystad 1954-1960
6521,22001,Abumombari,1 omslag,1936,1949,22001 Abumombari 1936-1949
6522,22001,Umangi,1 omslag,1951,1960,22001 Umangi 1951-1960
6523,22002,Binga,1 omslag,1928,1960,22002 Binga 1928-1960
6524,22002,Binga,1 omslag,1930,1939,22002 Binga 1930-1939
6525,22003,Bokele,1 omslag,1936,1939,22003 Bokele 1936-1939
6526,22003,Bokele,1 omslag,1936,1960,22003 Bokele 1936-1960
6527,22004,Bomenenge,1 omslag,1932,1939,22004 Bomenenge 1932-1939
6528,22004,Bomenenge,1 omslag,1932,1955,22004 Bomenenge (Bakota) 1932-19551959-1960
6529,22005,Bosobolo,1 pak,1934,1960,22005 Bosobolo 1934-1960
6530,22006,Bosobolo,1 omslag,1938,1952,22006 Bosobolo (Katholieke missie) 1938-1952
6531,22006,Mpaka,1 omslag,1953,1960,22006 Mpaka 1953-1960
6532,22007,Boyange,1 omslag,1920,1924,22007 Boyange 1920-1924 1937-1939
6533,22007,Boyange,1 omslag,1920,1925,22007 Boyange 1920-19251937-1960
6534,22008,Budjala,1 omslag,1935,1960,22008 Budjala 1935-1960
6535,22008,Budjala,1 omslag,1936,1939,22008 Budjala 1936-1939
6536,22009,Businga,1 omslag,1935,1939,22009 Businga 1935-1939
6537,22009,Businga,1 omslag,1935,1960,22009 Businga 1935-1960
6538,22010,Busu,1 omslag,1936,1939,22010 Busu-Djanoa 1936-1939
6539,22010,Busu,1 omslag,1936,1955,22010 Busu-Djanoa 1936-19551959-1960
6540,22011,Busu,1 omslag,1931,1953,22011 Busu-Mandji 1931-1953
6541,22011,Mandongo,1 omslag,1953,1956,22011 Mandongo 1953-19561958-1960
6542,22012,Bwamanda,1 omslag,1932,1939,22012 Bwamanda 1932-1939
6543,22012,Bwamanda,1pak,1932,1959,22012 Bwamanda 1932-1959
6544,22013,Bobadono,1 omslag,1936,1939,22013 Bobadono 1936-1939
6545,22013,Bobadono,1 omslag,1936,1959,22013 Bobadono 1936-1959
6546,22014,Dula,1 omslag,1936,1939,22014 Dula 1936-1939
6547,22014,Dula,1 omslag,1936,1960,22014 Dula 1936-1960
6548,22015,Ebonda,1 pak,1924,1959,22015 Ebonda-Bumba 1924-1959
6549,22015,Ebonda,1 omslag,1934,1939,22015 Ebonda-Bumba 1934-1939
6550,22016,Gemena,1 pak,1940,1951,22016 Gemena-Boketa 1940-1951
6551,22017,Karawa,1 omslag,1932,1939,22017 Karawa 1932-1939
6552,22017,Karawa,1 omslag,1932,1960,22017 Karawa 1932-1960
6553,22018,Libenge,1 pak,1911,1939,22018 Libenge 1911-1939
6554,22018,Libenge,1 pak,1911,1960,22018 Libenge 1911-1960
6555,22019,Makengo,1 omslag,1937,1940,22019 Makengo 1937-1940
6556,22019,Gele,1 omslag,1948,1960,22019 Gele 1948-1960
6557,22020,Mogalo,1 omslag,1936,1939,22020 Mogalo 1936-1939
6558,22020,Mogalo,1 omslag,1936,1960,22020 Mogalo 1936-1960
6559,22021,Molegbe,1 pak,1924,1952,22021 Molegbe 1924-1952
6560,22021,Businga,1 omslag,1954,1960,22021 Businga 1954-1960
6561,22022,Motenge,1 omslag,1930,1948,22022 Motenge-Boma 1930-1948
6562,22022,Ndeke,1 omslag,1956,1959,22022 Ndeke-Epate 1956-1959
6563,22023,Nouvelle,1 omslag,1908,1909,22023 Nouvelle Anvers 1908-1909 1916-1960
6564,22023,Nouvelle,1 omslag,1922,1939,22023 Nouvelle Anvers 1922-1939
6565,22024,Pandu,1 omslag,1936,1939,22024 Pandu 1936-1939
6566,22024,Pandu,1 omslag,1936,1960,22024 Pandu 1936-1960
6567,22025,Tandala,1 omslag,1932,1939,22025 Tandala 1932-1939
6568,22025,Tandala,1 omslag,1932,1959,22025 Tandala 1932-1959
6569,22026,Vango,1 omslag,1937,1951,22026 Vango 1937-1951
6570,22026,Bolo,1 omslag,1955,1960,22026 Bolo 1955-1960
6571,22027,Yakoma,1 omslag,1920,1939,22027 Yakoma 19201924-1939
6572,22027,Yakoma,1 omslag,1920,1958,22027 Yakoma 1920-1958
6573,22028,Yandongi,1 omslag,1936,1946,22028 Yandongi 1936-1946
6574,22028,Mombombo,1 omslag,1956,1960,22028 Mombombo 1956-1960
6575,22029,Lisala,1 omslag,1913,1916,22029 Lisala 1913-1916
6576,,Lisala,1 omslag,1914,NA,Lisala 1914
6577,22029,Lisala,1 omslag,1914,1916,22029 Lisala 1914-1916 1932-1960
6578,22029,Lisala,1 omslag,1933,1939,22029 Lisala 1933-1939
6579,22030,Mongana,1 omslag,1924,1960,22030 Mongana-Bosondjo 1924-1960
6580,22030,Mongana,1 omslag,1936,1939,22030 Mongana-Bosondjo 1936-1939
6581,22031,Momenge,1 omslag,1939,1949,22031 Momenge 1939-1949
6582,22032,Kawa,1 omslag,1910,1939,22032 Kawa-Musa 1910-1939
6583,22032,Kawa,1 pak,1910,1960,22032 Kawa-Musa 1910-1960
6584,22033,Mandongo,2 stukken,1959,NA,22033 Mandongo (Cotonco) 1959
6585,22033,Boso,1 omslag,1939,1951,22033 Boso-Modjebo 1939-1951
6586,22034,Pwambwa,1 omslag,1937,1939,22034 Pwambwa 1937-1939
6587,22034,Pwambwa,1 omslag,1937,1960,22034 Pwambwa 1937-1960
6588,,Ekuta,1 omslag,1929,1933,Ekuta 1929-1933
6589,22035,Ekuta,1 omslag,1930,1939,22035 Ekuta 1930-1939
6590,22035,Ekuta,1 omslag,1940,1956,22035 Ekuta 1940-1956
6591,22036,Yakoma,1 omslag,1938,1952,22036 Yakoma 1938-1952
6592,22036,Mokabi,1 omslag,1957,1960,22036 Mokabi 1957-1960
6593,22037,Bosodula,1 omslag,1938,1944,22037 Bosodula 1938-1944
6594,22037,Likimi,1 omslag,1957,1960,22037 Likimi 1957-1960
6595,22038,Bolo,1 omslag,1939,NA,22038 Bolo (nabij Bosodula) 1939
6596,22038,Bolo,1 omslag,1940,1941,22038 Bolo (Village) 1940-1941
6597,22038,Bili,1 omslag,1958,1959,22038 Bili 1958-1959
6598,22039,Karawa,1 omslag,1939,1960,22039 Karawa (Cotonco) 1939-1960
6599,22040,Zongo,1 omslag,1940,1960,22040 Zongo 1940-1960
6600,22041,Liboko,1 omslag,1940,1946,22041 Liboko (Boyasegeze) 1940-1946
6601,22041,Bomasi,1 omslag,1958,1959,22041 Bomasi 1958-1959
6602,22042,Bongabo,1 pak,1939,1946,22042 Bongabo 1939-1946
6603,22042,Bongabo,1 pak,1947,1951,22042 Bongabo 1947-1951
6604,22043,Mbaya,1 omslag,1926,1960,22043 Mbaya 1926-1960
6605,22044,Bayasegeze,1 omslag,1940,1960,22044 Bayasegeze 1940-1960
6606,22045,Boto,1 pak,1939,1960,22045 Boto 1939-1960
6607,22046,Gemena,1 omslag,1934,1939,22046 Gemena (Cotonco) 1934-1939
6608,22046,Gemena,1 omslag,1934,1960,22046 Gemena (Cotonco) 1934-1960
6609,22047,Badza,1 omslag,1945,1948,22047 Badza 1945-1948
6610,22047,Gemena,1 omslag,1951,1960,22047 Gemena TSF 1951-1960
6611,22048,Yasoku,1 omslag,1946,1960,22048 Yasoku (Bamboli) 1946-1960
6612,22049,Bolombo,1 omslag,1921,1923,22049 Bolombo 1921-1923 1931-1936 1946-1960
6613,22049,Bolombo,1 omslag,1922,1936,22049 Bolombo 1922 1931-1936
6614,22050,Bogbulu,1 omslag,1946,1950,22050 Bogbulu 1946-1950
6615,22050,Bokilio,1 omslag,1957,1960,22050 Bokilio 1957-1960
6616,22051,Izato,2 stukken,1947,NA,22051 Izato 1947
6617,22051,Yandongi,1 omslag,1959,1960,22051 Yandongi 1959-1960
6618,22052,Dongo,1 omslag,1959,1960,22052 Dongo Bayenga 1959-1960
6619,22053,Yapama,1 omslag,1947,1960,22053 Yapama 1947-1960
6620,22054,Kotakoli,1 omslag,1959,1960,22054 Kotakoli 1959-1960
6621,,Bokala,1 omslag,1910,1915,Bokala 1910-1915 1924
6622,,Duma,1 omslag,1910,NA,Duma 1910
6623,,Dundu,1 omslag,1910,1913,Dundu-Sana 1910-1913
6624,,Lunoli,1 omslag,1910,1925,Lunoli 1910-1925
6625,,Molenge,2 stukken,1929,1930,Molenge 1929-1930
6626,,Senge,1 omslag,1936,1937,Senge 1936-1937
6627,,Umange,2 stukken,1912,1922,Umange St-Pierre (Lisala-district Bangala) 1912 1920-1922
6628,,Umangi,1 omslag,1921,1922,Umangi 1921-1922
6629,31000,Yalibongo,1 omslag,1959,NA,31000 Yalibongo 1959
6630,31001,Bafwasende,1 omslag,1932,1939,31001 Bafwasende 1932-1939
6631,31001,Bafwasende,1 pak,1934,1959,31001 Bafwasende 1934-1959
6632,31002,Banalia,1 omslag,1935,1939,31002 Banalia 1935-1939
6633,31002,Banalia,1 omslag,1935,1959,31002 Banalia 1935-1959
6634,31003,Barumbu,1 omslag,1910,1919,31003 Barumbu 1910-1919
6635,31003,Barumbu,1 pak,1912,1959,31003 Barumbu 1912-1959
6636,31003,Barumbu,1 pak,1920,1939,31003 Barumbu 1920-1939
6637,31004,Basoko,1 pak,1910,1959,31004 Basoko 1910-1959
6638,31004,Basoko,1 omslag,1911,1939,31004 Basoko 1911-1939
6639,31005,Batama,1 omslag,1937,1939,31005 Batama 1937-1939
6640,31005,Batama,1 omslag,1937,1959,31005 Batama 1937-1959
6641,31006,Bengamisa,1 omslag,1936,1939,31006 Bengamisa 1936-1939
6642,31006,Bengamisa,1 omslag,1936,1959,31006 Bengamisa 1936-1959
6643,31007,Bomili,1 omslag,1937,1939,31007 Bomili 1937-1939
6644,31007,Bomili,1 omslag,1938,1955,31007 Bomili 1938-1955
6645,31007,Babatume,1 omslag,1958,1959,31007 Babatume 1958-1959
6646,31008,Gazi,1 omslag,1910,1950,31008 Gazi 1910-1950
6647,31008,Gazi,1 pak,1923,1939,31008 Gazi 1923-1939
6648,31009,Avakubi,1 omslag,1959,NA,31009 Avakubi 1959
6649,31009,Ile,1 pak,1911,1952,31009 Ile Bertha 1911-1952
6650,31010,Lowa,1 omslag,1933,1945,31010 Lowa 1933-1945
6651,31010,Mango,1 omslag,1951,1956,31010 Mango 1951-1956
6652,31011,Lubutu,1 pak,1935,1948,31011 Lubutu 1935-1948
6653,31011,Bengamisa,1 omslag,1957,1959,31011 Bengamisa 1957-1959
6654,31012,Lula,1 omslag,1911,1925,31012 Lula 1911-1925
6655,31012,Lula,1 pak,1911,1949,31012 Lula 1911-1949
6656,31012,Lula,1 omslag,1926,1939,31012 Lula 1926-1939
6657,31012,Lula,1 omslag,1950,1959,31012 Lula 1950-1959
6658,31013,Opala,1 omslag,1915,1959,31013 Opala 1915-1959
6659,31013,Opala,1 omslag,1922,1939,31013 Opala 1922-1939
6660,31014,Opienge,1 omslag,1938,1939,31014 Opienge 1938-1939
6661,31014,Opienge,1 omslag,1938,1959,31014 Opienge 1938-1959
6662,31015,Ponthierstad,1 omslag,1914,1959,31015 Ponthierstad 1914-1959
6663,31015,Ponthierstad,1 omslag,1928,1939,31015 Ponthierstad 1928-1939
6664,31016,Stanleystad,1 omslag,1908,1911,31016 Stanleystad 1908-1911
6665,31016,Stanleystad,1 pak,1908,1914,31016 Stanleystad 1908-1914 1937-1959
6666,31016,Stanleystad,1 pak,1909,1939,31016 Stanleystad 1909-1939
6667,,Stanleystad,1 omslag,1927,1933,Stanleystad 1927-1933
6668,31017,Yahila,1 omslag,1911,1954,31017 Yahila 1911 1931-1954
6669,31017,Yahila,1 omslag,1911,1939,31017 Yahila 19111931-1939
6670,31018,Yahuma,1 omslag,1936,1939,31018 Yahuma 1936-1939
6671,31018,Yahuma,1 omslag,1936,1959,31018 Yahuma 1936-1959
6672,31019,Yaleko,1 omslag,1931,1958,31019 Yaleko 1931 1937-1958
6673,31019,Yaleko,1 omslag,1931,1939,31019 Yaleko 19311937-1939
6674,31020,Yalufi,1 omslag,1934,1939,31020 Yalufi 1934-1939
6675,31020,Yalufi,1 omslag,1934,1959,31020 Yalufi 1934-1959
6676,31021,Yangambi,1 omslag,1910,1919,31021 Yangambi Plantations 1910-1919
6677,31021,Yangambi,1 pak,1920,1948,31021 Yangambi Plantations 1920-1948
6678,31022,Yangambi,1 omslag,1950,1955,31022 Yangambi km 5 1950-1955
6679,31022,Yangambi,1 pak ,1950,1955,31022 Yangambi km 5 1950-1955 Toelichting: betreft uiterste temperaturen op 5 10 20 30 50 en 100 cm diepte
6680,31022,Yangambi,1 pak ,1950,1955,31022 Yangambi km 5 1950-1955 Toelichting: betreft relatieve vochtigheid
6681,31022,Yangambi,1 pak ,1950,1955,31022 Yangambi km 5 1950-1955 Toelichting: betreft luchtdruk
6682,31022,Yangambi,1 pak ,1950,1955,31022 Yangambi km 5 1950-1955 Toelichting: betreft waterdampspanning
6683,31022,Yangambi,1 pak ,1950,1955,31022 Yangambi km 5 1950-1955 Toelichting: betreft temperatuur
6684,31023,Yapehe,1 omslag,1931,1939,31023 Yapehe 1931-1939
6685,31023,Yapehe,1 omslag,1940,1959,31023 Yapehe 1940-1959
6686,31024,Yasendu,1 omslag,1931,1939,31024 Yasendu 1931-1939
6687,31024,Yasendu,1 omslag,1931,1959,31024 Yasendu 1931-1959
6688,31025,Yatolema,1 omslag,1931,1939,31025 Yatolema 1931-1939
6689,31025,Yatolema,1 omslag,1931,1959,31025 Yatolema 1931-1959
6690,31026,Banalia,1 omslag,1938,1959,31026 Banalia 1938-1959
6691,31027,Bakere,1 omslag,1938,1939,31027 Bakere 1938-1939
6692,31027,Bakere,1 omslag,1938,1959,31027 Bakere 1938-1959
6693,31028,Bengamisa,1 omslag,1939,1941,31028 Bengamisa 1939-1941
6694,31028,Ateni,1 omslag,1950,1959,31028 Ateni Plantation 1950-1959
6695,31029,Mayako,1 omslag,1941,1958,31029 Mayako 1941-1958
6696,31030,Mokaria,1 omslag,1940,1957,31030 Mokaria 1940-1957
6697,31031,Bafwasumbuli,1 omslag,1943,1959,31031 Bafwasumbuli 1943-1959
6698,31032,Kole,1 omslag,1938,1939,31032 Kole 1938-1939
6699,31032,Kole,1 omslag,1938,1959,31032 Kole 1938-1959
6700,31033,Panga,1 omslag,1937,1959,31033 Panga 1937-1959
6701,31034,Zambeke,1 omslag,1934,1959,31034 Zambeke 1934-1959
6702,31034,Zambeke,1 omslag,1935,1939,31034 Zambeke 1935-1939
6703,31035,Angumu,1 omslag,1951,1954,31035 Angumu 1951-1954
6704,31036,Bafwasende,1 omslag,1954,1957,31036 Bafwasende (Angasede) 1954-1957
6705,31037,Isangi,1 omslag,1951,1959,31037 Isangi 1951-1959
6706,31038,Yaoliko,1 omslag,1953,1954,31038 Yaoliko 1953-1954
6707,31039,Lowa,1 omslag,1953,1959,31039 Lowa 1953-1959
6708,,Avakubi,1 pak,1911,1933,Avakubi 1911-1933
6709,,Bafwaboli,3 stukken,1931,NA,Bafwaboli 1931
6710,,Bambole,1 stuk,1935,NA,Bambole 1935
6711,,Bomaneh,3 stukken,1910,1911,Bomaneh 1910-1911
6712,,Marembe,3 stukken,1936,NA,Marembe 1936
6713,,Mogandjo,1 omslag,1910,1914,Mogandjo (Aruwimi) 1910-1914
6714,,Romée,1 omslag,1911,1912,Romée (bij de Stanley-watervallen de huidige Boyoma-watervallen) 1911-1912
6715,,Sukumani,1 omslag,1929,1933,Sukumani (Avakubi) 1929-1933
6716,,Tshopo,1 omslag,1913,1915,Tshopo 1913-1915
6717,,Tshopo,1 omslag,1913,1916,Tshopo 1913-1916
6718,,Ango,1 omslag,1935,1938,Ango 1935-1938
6719,32000,Ango,1 omslag,1951,1959,32000 Ango 1951-1959
6720,32001,Agameto,1 pak,1933,1959,32001 Agameto 1933-1959
6721,32001,Agameto,1 omslag,1939,1939,32001 Agameto 1939-1939
6722,32002,Amadi,1 omslag,1921,1922,32002 Amadi 1921-1922 en 1937-1939
6723,32002,Amadi,1 omslag,1921,1922,32002 Amadi 1921-19221937-1960
6724,32003,Bambesa,1 pak,1927,1939,32003 Bambesa 1927-1939
6725,,Bambesa,1 stuk,1936,NA,Bambesa 1936
6726,,Bambesa,1 stuk,1937,NA,Bambesa 1937
6727,32003,Bambesa,1 pak,1940,1943,32003 Bambesa 1940-1943
6728,32003,Bambesa,1 pak,1944,1950,32003 Bambesa 1944-1950
6729,32004,Buta,1 pak,1910,1930,32004 Buta 1910-1930
6730,32004,Buta,1 pak,1910,1959,32004 Buta 1910-1959
6731,32004,Buta,1 omslag,1930,1939,32004 Buta 1930-1939
6732,32005,Dingila,1 omslag,1931,1960,32005 Dingila 1931-1960
6733,32006,Ibembo,1 omslag,1937,1939,32006 Ibembo 1937-1939
6734,32006,Masipiri,1 omslag,1945,1960,32006 Masipiri 1945-1960
6735,32007,Gangala,1 pak,1931,1950,32007 Gangala na Bodio 1931-1950
6736,32007,Bondo,1 omslag,1951,1960,32007 Bondo 1951-1960
6737,32008,La,1 omslag,1937,1952,32008 La Kulu 1937-1952
6738,32008,Gangala,1 omslag,1954,1960,32008 Gangala na Bodio 1954-1960
6739,32009,Musungu,1 omslag,1938,1943,32009 Musungu 1938-1943
6740,,Musungu,1 omslag,1947,1952,Musungu 1947-1952
6741,32009,Gao,1 omslag,1945,1953,32009 Gao 1945-1953
6742,32009,Pekpele,1 omslag,1959,1960,32009 Pekpele 1959-1960
6743,32010,Mawa,1 omslag,1938,1947,32010 Mawa Gare 1938-1947
6744,32010,Mawa,1 omslag,1948,1960,32010 Mawa Geitu (voorheen Mawa Gare) 1948-1960
6745,32011,Medje,1 omslag,1937,1943,32011 Medje 1937-1943
6746,32011,Nava,1 omslag,1943,1955,32011 Nava 1943-1955
6747,32011,Zaoza,1 omslag,1958,1960,32011 Zaoza 1958-1960
6748,32012,Nekolayba,1 omslag,1938,1941,32012 Nekolayba 1938-1941
6749,32012,Sovula,1 omslag,1950,1957,32012 Sovula 1950-1957
6750,32013,Niangara,1 omslag,1913,1939,32013 Niangara 1913-1939
6751,32013,Niangara,1 omslag,1919,1922,32013 Niangara 1919-19221931-1960
6752,32014,Manziga,1 omslag,1950,1958,32014 Manziga 1950-1958
6753,32015,Nagero,1 omslag,1950,1952,32015 Nagero 1950-1952
6754,32015,Nesangu,1 omslag,1955,1959,32015 Nesangu 1955-1959
6755,32016,Poko,1 omslag,1928,1960,32016 Poko 1928-1960
6756,32016,Poko,1 omslag,1929,1939,32016 Poko 1929-1939
6757,32017,Tukpavo,1 omslag,1934,1946,32017 Tukpavo 1934-1946
6758,32017,Aketi,1 omslag,1951,1960,32017 Aketi 1951-1960
6759,32019,Zebuandra,1 omslag,1934,1953,32019 Zebuandra 1934-1953
6760,32019,Paulis,1 omslag,1955,1958,32019 Paulis 1955-1958
6761,32020,Bumva,1 omslag,1938,1960,32020 Bumva 1938-1960
6762,32021,Bafuka,1 omslag,1928,1960,32021 Bafuka 1928-1960
6763,32021,Bafuka,1 omslag,1929,1939,32021 Bafuka 1929-1939
6764,32022,Doruma,1 omslag,1938,1960,32022 Doruma 1938-1960
6765,32023,Panga,1 omslag,1937,1939,32023 Panga 1937-1939
6766,,Bangadi,1 omslag,1926,1928,Bangadi 1926-1928
6767,32023,Bangadi,1 omslag,1951,1960,32023 Bangadi 1951-1960
6768,32024,Yakuluku,1 omslag,1936,1960,32024 Yakuluku 1936-1960
6769,32025,Bondo,1 omslag,1909,1915,32025 Bondo 1909-1915
6770,32025,Bondo,1 omslag,1937,1960,32025 Bondo (Cotonco) 1937-1960
6771,32026,Bondo,1 omslag,1909,1913,32026 Bondo 1909-1913 1946-1960
6772,32026,Dili,1 omslag,1938,1942,32026 Dili 1938-1942
6773,32027,Balele,1 omslag,1940,1960,32027 Balele 1940-1960
6774,32028,Aketi,1 pak,1932,1956,32028 Aketi 1932-1956
6775,32028,Aketi,1 omslag,1957,1960,32028 Aketi 1957-1960
6776,32029,Angodia,1 omslag,1938,1960,32029 Angodia 1938-1960
6777,32030,Boeli,1 omslag,1938,1960,32030 Boeli 1938-1960
6778,32031,Biodi,1 omslag,1938,1960,32031 Biodi 1938-1960
6779,32032,Buta,1 omslag,1938,1960,32032 Buta 1938-1960
6780,32033,Dungu,1 omslag,1909,1910,32033 Dungu 1909-1910 1938-1960
6781,,Dungu,1 omslag,1938,1952,Dungu 1938-1952
6782,32034,Dangabu,1 omslag,1939,1946,32034 Dangabu 1939-1946
6783,32034,Titule,1 omslag,1953,1960,32034 Titule Nambia 1953-1960
6784,32035,Digba,1 omslag,1938,1960,32035 Digba 1938-1960
6785,32036,Ekwangatuna,1 pak,1935,1960,32036 Ekwangatuna 1935-1960
6786,32037,Egbunda,1 omslag,1935,1960,32037 Egbunda 1935-1960
6787,32038,Dungu,3 stukken,1953,NA,32038 Dungu 1953
6788,32038,Otara,1 omslag,1959,1960,32038 Otara 1959-1960
6789,32039,La,1 omslag,1925,1941,32039 La Kulu 1925-1941
6790,32039,Ekula,1 omslag,1955,1960,32039 Ekula 1955-1960
6791,32040,Lebo,1 omslag,1938,1960,32040 Lebo 1938-1960
6792,32041,Mboli,1 omslag,1938,1950,32041 Mboli 1938-1950
6793,32041,Ndu,1 omslag,1953,1959,32041 Ndu 1953-1959
6794,32042,Monga,1 omslag,1939,1960,32042 Monga 1939-1960
6795,32043,Makongo,1 omslag,1938,1960,32043 Makongo 1938-1960
6796,32044,Nala,1 omslag,1912,1960,32044 Nala 1912 1935-1960
6797,32044,Nala,1 omslag,1912,1939,32044 Nala 1912 1936-1939
6798,32045,Nawiwi,1 omslag,1937,1939,32045 Nawiwi 1937-1939
6799,32045,Nawiwi,1 omslag,1937,1960,32045 Nawiwi 1937-1960
6800,32046,Niangara,1 omslag,1939,1960,32046 Niangara 1939-1960
6801,32047,Nao,1 omslag,1938,1960,32047 Nao 1938-1960
6802,32048,Nebanguma,1 omslag,1935,1953,32048 Nebanguma 1935-1953
6803,32048,Komba,1 omslag,1955,1960,32048 Komba 1955-1960
6804,32049,Okondongwe,1 omslag,1936,1949,32049 Okondongwe 1936-1949
6805,32049,Arama,1 omslag,1954,1960,32049 Arama 1954-1960
6806,32050,Tapili,1 omslag,1938,1960,32050 Tapili 1938-1960
6807,32051,Tely,1 omslag,1936,1960,32051 Tely 1936-1960
6808,32052,Titule,1 omslag,1938,1960,32052 Titule 1938-1960
6809,32053,Viadana,1 omslag,1939,1955,32053 Viadana 1939-1955
6810,32053,Nekopioru,1 omslag,1958,1959,32053 Nekopioru 1958-1959
6811,32054,Wauwa,1 omslag,1938,1943,32054 Wauwa 1938-1943
6812,32054,Dingala,1 omslag,1955,1960,32054 Dingala Plantation 1955-1960
6813,32055,Zobia,1 omslag,1938,1960,32055 Zobia 1938-1960
6814,32056,Paulis,1 pak,1937,1960,32056 Paulis 1937-1960
6815,32057,Bunduki,1 omslag,1940,1960,32057 Bunduki 1940-1960
6816,32058,Likati,1 omslag,1939,1960,32058 Likati 1939-1960
6817,32059,Kadibate,1 omslag,1939,1941,32059 Kadibate 1939-1941
6818,32059,Kumu,1 omslag,1956,1959,32059 Kumu 1956-1959
6819,32060,Penge,1 omslag,1941,1943,32060 Penge 1941-1943
6820,32060,Gossamu,1 omslag,1948,1960,32060 Gossamu 1948-1960
6821,32061,Mabangana,1 omslag,1940,1960,32061 Mabangana 1940-1960
6822,32062,Mandjendjeda,1 omslag,1942,1950,32062 Mandjendjeda 1942-1950
6823,32062,Gaya,1 omslag,1956,1960,32062 Gaya 1956-1960
6824,32063,Malengoya,1 omslag,1945,1949,32063 Malengoya 1945-1949
6825,32063,Danga,1 omslag,1956,1960,32063 Danga 1956-1960
6826,32064,Mont,1 omslag,1938,1958,32064 Mont Mambunga 1938-1958
6827,32065,Malibombi,1 omslag,1956,1960,32065 Malibombi 1956-1960
6828,32066,Okodongwe,1 omslag,1956,1960,32066 Okodongwe 1956-1960
6829,32067,Mongbindi,1 omslag,1957,1960,32067 Mongbindi 1957-1960
6830,32068,Elimba,1 omslag,1957,1959,32068 Elimba 1957-1959
6831,32069,Yagbanga,1 omslag,1958,1960,32069 Yagbanga 1958-1960
6832,32070,Magameto,1 omslag,1958,1960,32070 Magameto-Magamengo 1958-1960
6833,32071,Egbunda,1 omslag,1959,1960,32071 Egbunda 1959-1960
6834,32072,Nebudanga,1 omslag,1960,NA,32072 Nebudanga 1960
6835,,Api,1 omslag ,1915,1933,Api 1915-1933 Toelichting: bevat verslag van de Service de Domestication des Éléphants
6836,,Bili,1 omslag,1931,NA,Bili 1931
6837,,Dembia,1 omslag,1932,NA,Dembia 1932
6838,,Gao,1 stuk,1938,NA,Gao 1938
6839,,Likini,1 omslag,1911,1917,Likini (Bangala) 1911-1917 1922-1925
6840,,Mobwasa,1 pak,1910,1917,Mobwasa (Bangala) 1910-1917 1929
6841,,Mobwasa,1 stuk,1930,NA,Mobwasa (Aketi) 1930
